Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg21183872__LONRF3	0.85863	0.060117	0.076542	0.081057	0.28099	0.66247	0.1008	0.33367	0.36836	0.050975	0.28812	0.10796	0.099384	0.36246	0.88125	0.26214	0.13638	0.22302	0.90716	0.90188	0.52039	0.080528	0.87679	0.1383	0.058422	0.25956	0.81918	0.13705	0.44308	0.046078	0.23334	0.074927	0.039087	0.88408	0.72224	0.5219	0.29935	0.07512
EA_G__FOS	5.509	6.0591	6.0949	5.4464	5.5712	5.2216	5.1465	5.4398	5.2783	5.3261	6.21	6.0873	5.7134	5.531	5.8097	5.9899	6.8436	5.9948	6.7556	7.1229	5.7307	5.0806	5.8505	6.436	5.0131	4.9592	5.291	5.6176	5.4484	6.6349	5.0261	5.4311	6.9402	6.1498	4.7933	5.3253	5.2214	5.1603
Meth__cg17757055__DKFZP564O0823	0.046659	0.065941	0.6297	0.31037	0.22861	0.50565	0.28248	0.19892	0.085602	0.075116	0.65771	0.23003	0.48128	0.080965	0.5879	0.069268	0.095957	0.39746	0.13977	0.097846	0.29919	0.088801	0.15628	0.12744	0.14664	0.10586	0.10554	0.13706	0.13551	0.095174	0.077338	0.15187	0.1115	0.13907	0.096716	0.059934	0.26287	0.1736
Meth__cg04878727__ZNF306	0.084354	0.35864	0.30315	0.098291	0.15244	0.079926	0.085601	0.12709	0.073225	0.11187	0.11349	0.08988	0.38904	0.082625	0.072889	0.069562	0.56343	0.090272	0.075704	0.074723	0.38908	0.62718	0.084532	0.21036	0.091289	0.22985	0.13689	0.21076	0.07478	0.087403	0.41001	0.50523	0.43088	0.13381	0.11629	0.089846	0.10904	0.15465
Meth__cg11459714__KLK10	0.16724	0.066049	0.091133	0.08501	0.080722	0.52117	0.21582	0.047822	0.041444	0.074045	0.40347	0.45964	0.13174	0.096148	0.12775	0.19658	0.098306	0.13073	0.53197	0.52937	0.33557	0.10116	0.88324	0.39572	0.28027	0.12891	0.70639	0.12054	0.060174	0.066806	0.0708	0.090989	0.048336	0.76889	0.15452	0.0745	0.08506	0.067836
Meth__cg12991365__CHDH	0.076562	0.15675	0.56629	0.10798	0.21344	0.8262	0.072421	0.057978	0.22678	0.067687	0.11549	0.41134	0.80163	0.20974	0.52277	0.081135	0.2131	0.12368	0.10982	0.16549	0.094777	0.81303	0.35357	0.64773	0.070088	0.060458	0.073546	0.19989	0.071846	0.078347	0.089642	0.3598	0.063894	0.86297	0.16658	0.11028	0.09832	0.076314
EA_G__SMURF2	8.446	7.7298	8.0428	8.2746	7.8368	9.8564	6.6637	10.5112	7.0418	8.6801	7.5054	8.775	8.3035	7.6877	8.9159	8.6812	7.1542	9.333	8.7978	8.6744	7.0906	9.4814	7.3084	10.1395	9.8551	7.1148	7.9894	7.7281	10.2043	7.5872	8.0381	8.0679	7.9758	7.3694	8.0201	7.792	8.4751	8.3347
EA_G__ANKRD43	6.611	6.8985	6.8855	7.2732	7.891	6.5285	9.5979	6.4434	6.8133	7.5739	7.0532	6.6032	6.7646	7.0515	6.7147	6.3477	7.0361	6.6071	6.8687	6.9376	7.4046	6.6548	6.5654	6.5435	7.2164	7.2604	7.2567	6.8754	6.8865	7.0308	6.9637	6.5943	6.7568	7.1226	8.5722	8.3917	7.0905	6.8103
Meth__cg24113449__ADRBK2	0.21043	0.069616	0.79306	0.10117	0.1323	0.47439	0.24466	0.18162	0.11687	0.27612	0.23964	0.25736	0.58738	0.078615	0.079743	0.25053	0.194	0.29438	0.23991	0.20666	0.14256	0.11866	0.28209	0.70258	0.056541	0.09265	0.53603	0.13028	0.041012	0.05483	0.099169	0.2427	0.060012	0.39361	0.15232	0.25418	0.068955	0.044483
Meth__cg14789259__FAM84A	0.18663	0.066877	0.83962	0.18793	0.086551	0.52213	0.2978	0.080779	0.057639	0.068077	0.6186	0.15581	0.20297	0.045675	0.56139	0.072255	0.097854	0.22495	0.43933	0.2453	0.043544	0.066098	0.14124	0.76292	0.074211	0.070147	0.39177	0.074727	0.042262	0.054449	0.23387	0.061866	0.042397	0.69238	0.75614	0.049725	0.2542	0.29908
Meth__cg06200697__CTNND1	0.029951	0.030869	0.088319	0.12372	0.87784	0.15535	0.26357	0.43659	0.47548	0.91197	0.78646	0.52499	0.12291	0.46102	0.084202	0.48132	0.50275	0.19154	0.082756	0.062608	0.78449	0.032651	0.063974	0.23964	0.057964	0.38849	0.047517	0.050882	0.037448	0.18725	0.046831	0.84455	0.73004	0.29307	0.60088	0.083152	0.22491	0.69592
Meth__cg02115041__NPBWR1	0.65467	0.035659	0.90894	0.79099	0.20496	0.27125	0.63816	0.9424	0.052427	0.52272	0.69559	0.27728	0.91743	0.066097	0.57853	0.052839	0.21991	0.049932	0.30918	0.50383	0.34728	0.22493	0.93072	0.31197	0.43667	0.071429	0.38733	0.065115	0.078641	0.093887	0.11354	0.039123	0.054063	0.25483	0.16893	0.58309	0.80995	0.66864
Meth__cg21712685__UNQ3045	0.046434	0.04306	0.50889	0.058518	0.041605	0.61885	0.093688	0.14421	0.031645	0.042702	0.045603	0.064123	0.39538	0.038326	0.86026	0.039921	0.11903	0.11086	0.054947	0.060668	0.043765	0.17914	0.074765	0.041079	0.038582	0.078509	0.18845	0.079435	0.04887	0.038831	0.060926	0.096149	0.039312	0.039876	0.042503	0.045876	0.043031	0.044983
EA_G__CCNE1	7.6535	7.8418	8.0914	7.0969	7.2369	7.4634	7.6882	8.339	8.7289	7.5335	11.2562	7.4122	7.376	7.6396	8.5594	7.8077	7.3077	7.6216	7.3331	7.1323	6.8991	10.4788	7.8367	7.5348	7.1922	6.9594	7.2704	8.2914	7.809	6.8693	6.9504	5.1363	6.311	6.1008	7.1561	7.3417	7.2865	7.692
Meth__cg19421752__SLC6A18	0.27382	0.016742	0.31091	0.56107	0.15219	0.063318	0.16637	0.39659	0.03004	0.033522	0.11488	0.48348	0.26336	0.02816	0.093166	0.57447	0.066081	0.029934	0.18047	0.36169	0.044358	0.26478	0.82287	0.10736	0.043941	0.031042	0.10925	0.038	0.042168	0.030271	0.024366	0.059478	0.023371	0.048863	0.056188	0.24922	0.068784	0.0607
EA_G__EPB41L4A	6.9861	4.8197	5.9817	7.0521	5.6139	3.9585	5.7618	5.0865	4.4588	7.5778	3.9447	5.6705	6.4675	7.9628	5.5236	3.7847	6.6248	4.0786	4.8247	4.7297	7.9019	3.733	7.1104	5.7975	7.6741	9.1353	8.1433	5.9446	3.8929	8.5043	4.0766	8.46	8.061	7.4104	6.8676	6.1666	5.3605	5.4527
Meth__cg12373771__CECR6	0.67432	0.057027	0.67978	0.16667	0.12153	0.29527	0.21677	0.033564	0.19799	0.13227	0.90843	0.6632	0.75313	0.1476	0.17323	0.27029	0.27656	0.67706	0.06222	0.10148	0.080608	0.092074	0.42866	0.93673	0.12553	0.11844	0.95063	0.076302	0.081548	0.51443	0.20282	0.049545	0.055465	0.47541	0.059289	0.12281	0.25073	0.10477
Meth__cg25013852__PGM1	0.033798	0.16499	0.038659	0.20266	0.20737	0.034664	0.62792	0.033455	0.038614	0.089124	0.037773	0.027004	0.055789	0.035654	0.042673	0.043044	0.068571	0.030089	0.03658	0.043961	0.080866	0.035194	0.048623	0.12392	0.054929	0.062301	0.065602	0.072822	0.025293	0.035945	0.030531	0.68722	0.045869	0.036455	0.1284	0.042625	0.045959	0.055846
EA_G__CKB	6.7564	8.415	7.1876	6.7638	7.8151	8.6024	8.9011	9.0014	7.0709	8.7487	6.6814	8.2067	7.4356	8.1285	6.9951	7.7235	8.1848	6.6182	7.6509	7.745	9.1138	9.5121	7.14	6.9366	8.7548	8.6406	10.6523	7.7758	10.0349	7.2008	6.8383	9.4566	8.4882	7.3678	7.6543	7.9767	9.4666	10.1107
EA_G__ZNF506	6.8311	4.8443	7.585	7.1802	7.3429	6.4073	4.2194	3.6646	4.7562	8.1863	6.7128	6.3496	3.8983	6.9906	3.5947	7.0097	6.1968	4.5215	4.4884	5.4826	7.011	7.0929	6.7332	3.2153	7.0467	6.741	5.752	5.5325	4.2806	6.8857	4.7555	6.524	6.9121	4.1693	6.3144	6.7092	3.9286	5.7982
Meth__cg01377911__NTF5	0.030929	0.043413	0.037093	0.47731	0.03577	0.46834	0.047157	0.046571	0.15948	0.21565	0.035697	0.069803	0.61319	0.11934	0.044426	0.065635	0.058032	0.042027	0.026713	0.045121	0.046553	0.93739	0.032374	0.90096	0.42063	0.057157	0.17766	0.096653	0.041024	0.049776	0.039002	0.53821	0.25086	0.35255	0.13231	0.039084	0.034333	0.029455
Meth__cg13676215__AHR	0.061177	0.029325	0.1844	0.13172	0.07064	0.04924	0.1732	0.10947	0.65804	0.062758	0.088562	0.11166	0.089719	0.53676	0.066714	0.078289	0.061636	0.048017	0.055473	0.073671	0.21883	0.15376	0.11137	0.10571	0.081769	0.11998	0.089414	0.051548	0.062852	0.45087	0.071659	0.12299	0.12648	0.06815	0.081058	0.0585	0.065727	0.049481
Meth__cg04619381__LOC222171	0.037973	0.032548	0.071711	0.046231	0.02809	0.93383	0.038161	0.030702	0.046377	0.037402	0.93953	0.37159	0.063108	0.046029	0.61805	0.067463	0.094299	0.5224	0.037907	0.043977	0.035403	0.27583	0.028974	0.83896	0.03567	0.089903	0.1112	0.049406	0.20248	0.029939	0.086899	0.027421	0.027837	0.03116	0.087766	0.039522	0.030141	0.038457
EA_G__FOSL1	5.7631	6.0413	7.5462	6.1458	5.9209	7.919	5.8606	9.0589	5.8613	5.6608	6.5225	8.7498	8.1476	5.9831	8.443	7.8496	6.2968	9.5414	6.2276	6.2266	5.9202	7.7186	6.2518	9.0294	6.0945	5.7333	6.9064	6.1028	9.2315	7.675	8.8965	6.0134	6.702	6.2235	6.2177	6.1091	6.0999	6.6548
EA_G__ATP6V1B1	8.431	8.806	5.902	7.3183	6.9918	5.9325	5.7772	6.4595	6.2043	9.5806	6.3115	6.7994	6.0559	9.4686	6.157	6.0111	9.3752	5.722	6.8148	6.4098	8.1139	5.9892	6.9745	5.9529	7.875	9.1033	6.5552	8.2919	6.0271	7.2476	6.1054	7.2345	8.1543	6.8779	6.3264	7.0163	6.1973	6.1065
EA_G__HERPUD1	8.6285	10.4478	9.2085	10.5562	10.0457	9.4448	10.349	8.6294	9.3023	10.0827	8.4007	9.6033	8.7193	9.3689	9.1327	10.4734	9.8305	9.1198	9.0948	9.0238	9.215	9.246	9.8406	9.1072	10.4887	10.6213	8.9895	10.5573	10.2198	9.2076	10.4204	10.2215	12.2288	10.1602	8.8683	9.8176	10.4281	9.3348
Meth__cg02144298__CEBPA	0.026815	0.27616	0.96878	0.026384	0.024366	0.79954	0.031583	0.054669	0.030458	0.027448	0.95093	0.029435	0.25962	0.031324	0.59886	0.039555	0.070757	0.25899	0.043693	0.044909	0.020408	0.79439	0.036905	0.92121	0.038606	0.1832	0.041017	0.049153	0.23957	0.10649	0.50185	0.021368	0.016416	0.024446	0.077262	0.032353	0.020997	0.02493
Meth__cg13591701__FAM20A	0.96324	0.17296	0.8442	0.27756	0.12055	0.81983	0.95241	0.48299	0.13352	0.16112	0.33941	0.18522	0.82521	0.144	0.13365	0.15926	0.12747	0.16887	0.97056	0.95975	0.63378	0.1581	0.88096	0.58368	0.70383	0.25125	0.93867	0.13267	0.15282	0.15016	0.12757	0.11069	0.153	0.94461	0.58372	0.7748	0.47056	0.29861
Meth__cg13806135__PCDH17	0.033424	0.036054	0.4535	0.080189	0.032428	0.29761	0.060217	0.96264	0.03063	0.067048	0.65687	0.63994	0.20484	0.041542	0.040586	0.030605	0.080158	0.024362	0.45475	0.60762	0.95149	0.060962	0.39573	0.18285	0.053523	0.069385	0.073861	0.088825	0.61843	0.033961	0.044979	0.034439	0.020646	0.46249	0.079665	0.043983	0.58134	0.60178
Meth__cg26195812__DPYSL5	0.53257	0.17242	0.84796	0.10584	0.08453	0.86864	0.49666	0.97792	0.071834	0.055781	0.34117	0.11463	0.49538	0.065837	0.13978	0.06218	0.15571	0.15049	0.78261	0.74026	0.068034	0.06676	0.68724	0.89156	0.2778	0.16665	0.9239	0.12134	0.047767	0.090385	0.28641	0.047853	0.053839	0.60926	0.83192	0.68142	0.12957	0.047506
EA_G__RBP1	4.8403	5.9552	5.457	6.6656	6.0731	5.2736	5.9034	9.2259	7.7798	8.3341	5.4096	8.8984	7.9803	5.797	6.2743	7.3786	7.6065	5.3195	5.4454	6.0751	10.828	7.1653	6.181	5.6685	5.5169	8.7108	5.8746	5.5847	5.6237	8.4724	5.6264	5.294	10.3371	5.7197	5.646	7.4831	5.5608	5.3198
Meth__cg21530453__GNAO1	0.84749	0.056112	0.055115	0.44295	0.045648	0.38887	0.3899	0.091572	0.057915	0.30295	0.51756	0.79638	0.18398	0.070336	0.049634	0.052922	0.10552	0.051439	0.46773	0.43244	0.072536	0.054138	0.44298	0.54331	0.057434	0.1233	0.8212	0.077942	0.086035	0.039243	0.072341	0.071172	0.027645	0.053436	0.18207	0.42916	0.053514	0.057724
Meth__cg26774312__CAV2	0.021488	0.22452	0.021596	0.34431	0.259	0.018965	0.14185	0.010472	0.36743	0.023078	0.022347	0.034905	0.036884	0.2897	0.016854	0.015186	0.03862	0.021988	0.017224	0.023027	0.69439	0.023475	0.021855	0.077826	0.020207	0.035278	0.14527	0.059563	0.016149	0.022044	0.036405	0.021366	0.02518	0.026863	0.27991	0.032106	0.21346	0.091704
Meth__cg03382304__JAM2	0.56977	0.11025	0.91934	0.16237	0.071039	0.07466	0.18564	0.10518	0.060675	0.057379	0.10494	0.25439	0.67504	0.052812	0.59138	0.069121	0.25462	0.067233	0.87613	0.60839	0.22322	0.075878	0.10962	0.82472	0.063233	0.13739	0.88875	0.12838	0.064303	0.063262	0.06407	0.20229	0.049613	0.61349	0.069	0.068767	0.097137	0.23945
Meth__cg25424556__USP51	0.52046	0.021199	0.038343	0.027346	0.36453	0.12866	0.028619	0.0294	0.2222	0.28863	0.030503	0.53006	0.45873	0.1952	0.60653	0.5272	0.4111	0.31787	0.02507	0.029845	0.48341	0.26796	0.52912	0.88964	0.32663	0.39349	0.47975	0.46546	0.57989	0.49467	0.31461	0.030241	0.018924	0.031285	0.069556	0.49067	0.41922	0.026342
EA_G__LIX1L	7.0503	6.1563	6.3021	6.3732	6.1186	8.7243	6.1524	6.3183	7.1465	6.1008	8.1997	6.291	7.1682	5.8085	7.3612	8.4933	7.499	8.3386	6.4769	6.4167	5.9297	8.6126	6.3139	8.6972	6.1507	5.6465	7.0801	6.2616	8.5432	6.7169	8.4945	6.0937	6.5185	6.4799	6.6102	7.8906	7.1669	6.7312
Meth__cg11308840__LOC401498	0.061259	0.049669	0.88826	0.80724	0.089947	0.40248	0.80964	0.50867	0.048076	0.057452	0.53587	0.098918	0.68223	0.22294	0.24879	0.067682	0.13756	0.072375	0.78687	0.54915	0.25665	0.10673	0.88807	0.84232	0.52385	0.12445	0.79329	0.08758	0.43421	0.059967	0.12299	0.31912	0.042923	0.51577	0.12822	0.8284	0.65455	0.72641
Meth__cg03395898__TGFB3	0.10762	0.060234	0.89633	0.084824	0.10319	0.24028	0.10962	0.62847	0.10629	0.10752	0.13326	0.50068	0.83102	0.11304	0.2446	0.055773	0.15834	0.14244	0.14719	0.12495	0.14687	0.10956	0.074697	0.15727	0.094336	0.12998	0.10018	0.15523	0.30722	0.46012	0.49782	0.066541	0.069367	0.10126	0.088017	0.082364	0.082839	0.13857
Meth__cg10135717__ADAMTS17	0.080965	0.12094	0.19773	0.18668	0.094598	0.40651	0.10733	0.53519	0.091775	0.099123	0.39317	0.29238	0.3454	0.10809	0.38523	0.11609	0.15551	0.50714	0.40204	0.14394	0.13871	0.17673	0.11095	0.58185	0.29258	0.10983	0.64052	0.11707	0.88096	0.077001	0.10749	0.27423	0.13868	0.26049	0.13214	0.085731	0.18025	0.19658
Meth__cg17880199__MYH11	0.97085	0.044188	0.57607	0.10291	0.2384	0.95682	0.53513	0.97431	0.061021	0.03518	0.63545	0.14763	0.94845	0.073555	0.071717	0.15611	0.14667	0.75634	0.96393	0.96374	0.45369	0.10903	0.61508	0.93372	0.04454	0.083912	0.83758	0.067664	0.023554	0.053029	0.058644	0.056101	0.058564	0.34085	0.074549	0.037591	0.15811	0.8957
Meth__cg08722720__AVEN	0.04299	0.060623	0.050939	0.045752	0.057755	0.037251	0.050338	0.20565	0.052757	0.060773	0.051948	0.057333	0.10917	0.05494	0.043822	0.049432	0.06894	0.037867	0.042276	0.047421	0.6358	0.076275	0.035836	0.069852	0.076697	0.10542	0.091141	0.094962	0.030189	0.049421	0.036723	0.18535	0.043785	0.034117	0.10547	0.05769	0.047893	0.051862
Meth__cg07872652__CNIH2	0.11246	0.11742	0.97101	0.090942	0.068616	0.088866	0.081363	0.083948	0.058783	0.10788	0.091944	0.69163	0.72727	0.055992	0.072072	0.073184	0.13595	0.050787	0.83856	0.39876	0.12689	0.074314	0.12508	0.50716	0.39189	0.11901	0.15755	0.18605	0.063286	0.041526	0.10596	0.061914	0.78287	0.076108	0.11855	0.13248	0.12748	0.12359
Meth__cg22708914__SH2D4A	0.049359	0.034886	0.078027	0.041659	0.03879	0.18386	0.04424	0.023966	0.032328	0.058975	0.10504	0.075949	0.1159	0.031863	0.17911	0.033119	0.087261	0.019606	0.037674	0.068739	0.047312	0.07567	0.015626	0.078822	0.076653	0.067686	0.06991	0.11757	0.39932	0.026475	0.035229	0.031207	0.054118	0.060919	0.1138	0.04416	0.036371	0.033396
Meth__cg13526007__LRFN5	0.44371	0.053142	0.82288	0.22045	0.054878	0.077474	0.42909	0.74563	0.078052	0.066157	0.81977	0.85844	0.75084	0.071568	0.61867	0.1192	0.27837	0.069556	0.35605	0.49383	0.29434	0.062395	0.15479	0.69951	0.071872	0.14764	0.37485	0.12695	0.055329	0.38422	0.068207	0.066624	0.062457	0.11578	0.52229	0.06346	0.10288	0.10904
Meth__cg17398312__FRMPD4	0.9677	0.022062	0.94288	0.22951	0.046295	0.97629	0.96382	0.92486	0.099241	0.026541	0.88594	0.97378	0.87181	0.41697	0.19622	0.062622	0.27324	0.094964	0.65945	0.54956	0.66576	0.060434	0.97318	0.91684	0.31975	0.11577	0.94793	0.036491	0.024208	0.93941	0.28358	0.1833	0.04872	0.87711	0.060824	0.61751	0.44059	0.076017
Meth__cg01431114__PDE10A	0.6264	0.16348	0.94269	0.11535	0.056697	0.82143	0.91408	0.097706	0.11363	0.071654	0.52159	0.35937	0.57443	0.12025	0.069374	0.11161	0.1275	0.041779	0.66811	0.30439	0.34899	0.064733	0.66046	0.22385	0.076621	0.16143	0.26349	0.12418	0.058424	0.054895	0.14488	0.063699	0.067903	0.1933	0.89584	0.080505	0.36874	0.061817
Meth__cg07348311__IFIH1	0.051585	0.038776	0.049903	0.05061	0.037825	0.96998	0.049589	0.061885	0.054983	0.050124	0.058469	0.069958	0.09516	0.053706	0.067996	0.041298	0.13636	0.53111	0.055291	0.044996	0.041872	0.044083	0.039896	0.37032	0.052548	0.037451	0.087446	0.087963	0.046667	0.046209	0.051248	0.063832	0.029576	0.041497	0.10809	0.059629	0.049673	0.063335
Meth__cg19899882__FOXQ1	0.14868	0.074102	0.89345	0.34104	0.6061	0.87505	0.43259	0.048179	0.026193	0.89504	0.80494	0.059094	0.82566	0.17107	0.82708	0.070851	0.12548	0.48112	0.86283	0.57963	0.38291	0.043157	0.52207	0.084758	0.81331	0.15749	0.78677	0.13438	0.037647	0.029616	0.025281	0.34431	0.029268	0.80036	0.63288	0.8768	0.54817	0.33544
Meth__cg18017908__C17orf76	0.089155	0.19105	0.30644	0.11994	0.24517	0.616	0.15913	0.19476	0.065094	0.13261	0.56744	0.41306	0.43513	0.1148	0.14825	0.73764	0.16665	0.075222	0.17006	0.17442	0.089081	0.37132	0.45185	0.32175	0.15135	0.20723	0.21824	0.19426	0.84405	0.046303	0.74036	0.10311	0.15937	0.29847	0.13803	0.31355	0.20538	0.11744
Meth__cg18630040__PLA2G7	0.56273	0.027183	0.97856	0.20499	0.027268	0.98021	0.97766	0.049739	0.033759	0.034051	0.054795	0.034076	0.90862	0.029081	0.52333	0.035396	0.074531	0.41194	0.98758	0.98085	0.11719	0.033186	0.072602	0.93275	0.97933	0.25756	0.91843	0.080811	0.025052	0.027284	0.51217	0.033396	0.023318	0.96158	0.84633	0.69738	0.044194	0.04144
Meth__cg25250358__PLOD2	0.048988	0.051366	0.050026	0.071632	0.038844	0.041842	0.050372	0.064128	0.14387	0.039748	0.05518	0.032713	0.075189	0.12232	0.049103	0.048363	0.11957	0.034503	0.038017	0.075489	0.056315	0.055632	0.03555	0.079034	0.05612	0.074387	0.09167	0.066376	0.043488	0.020314	0.17393	0.045337	0.040817	0.48682	0.12263	0.043911	0.044145	0.073485
Meth__cg13163729__SIX3	0.068506	0.063566	0.86875	0.21311	0.55546	0.84868	0.75208	0.094886	0.049965	0.51796	0.84127	0.057334	0.35537	0.063754	0.62234	0.43672	0.10018	0.13257	0.80674	0.83865	0.61565	0.75055	0.36855	0.81808	0.34444	0.089934	0.39014	0.11775	0.056727	0.055231	0.089445	0.066464	0.044205	0.44981	0.07634	0.51021	0.72749	0.54301
Meth__cg10163825__C16orf25	0.046491	0.082308	0.92063	0.084318	0.037719	0.97072	0.072378	0.91759	0.12447	0.090737	0.91888	0.96899	0.6019	0.12425	0.79994	0.49011	0.30667	0.94158	0.57551	0.070051	0.044089	0.94714	0.12942	0.80063	0.3139	0.06418	0.10541	0.1375	0.26326	0.19038	0.45243	0.48138	0.24411	0.81978	0.086415	0.047196	0.33991	0.052637
Meth__cg27600794__PNLIPRP1	0.1052	0.13632	0.8315	0.3492	0.078814	0.40874	0.27605	0.85616	0.070673	0.18697	0.88735	0.77622	0.8087	0.067574	0.80251	0.87915	0.091109	0.06723	0.72101	0.64601	0.91477	0.11296	0.90114	0.27956	0.37891	0.061673	0.19	0.14806	0.91514	0.37189	0.060064	0.88584	0.061958	0.86145	0.2547	0.90275	0.20511	0.30987
Meth__cg16555388__TNFSF10	0.094425	0.1482	0.8276	0.12146	0.14779	0.86874	0.19718	0.49902	0.088787	0.0756	0.84883	0.052411	0.14735	0.086892	0.22654	0.89794	0.074466	0.70235	0.65885	0.40394	0.076663	0.096774	0.062056	0.18236	0.070637	0.085505	0.082134	0.45828	0.75395	0.37843	0.13361	0.068139	0.064638	0.058063	0.11455	0.072697	0.20884	0.4967
EA_G__ST6GALNAC2	10.2973	5.0291	5.516	10.3685	9.1426	4.5595	8.7228	6.5984	7.353	6.5371	4.6823	5.9589	4.8008	8.1178	5.1009	5.8811	7.4136	4.6967	6.3217	8.8799	9.8266	5.7877	9.9075	4.6438	11.3695	9.1258	9.9534	5.1063	4.954	6.391	4.6258	9.9215	6.6702	10.1722	9.3112	10.0639	10.5198	10.1631
Meth__cg02286642__ZNF254	0.1164	0.44345	0.09436	0.11191	0.082791	0.08069	0.256	0.92106	0.64787	0.89968	0.86589	0.15768	0.41892	0.65406	0.075045	0.099595	0.13541	0.45289	0.071952	0.078075	0.40714	0.49411	0.091872	0.11481	0.091965	0.1764	0.86098	0.57422	0.078352	0.67014	0.091262	0.90065	0.53962	0.88917	0.17217	0.61104	0.77955	0.81618
Meth__cg02017041__SCN1B	0.066506	0.36499	0.59614	0.38979	0.16237	0.29522	0.41275	0.54689	0.077586	0.64496	0.20589	0.63898	0.32404	0.062468	0.10402	0.12595	0.13903	0.044873	0.21402	0.066177	0.069661	0.17275	0.16898	0.1128	0.33896	0.27579	0.84117	0.069127	0.060065	0.53302	0.16935	0.31452	0.41204	0.82424	0.082885	0.056935	0.29476	0.56796
Meth__cg26873164__SNAI1	0.047345	0.13833	0.29395	0.20388	0.083101	0.774	0.076615	0.10965	0.052494	0.064004	0.63402	0.28995	0.3935	0.06858	0.18122	0.6087	0.20486	0.80043	0.12643	0.10051	0.12541	0.55017	0.099284	0.29236	0.094837	0.11353	0.093786	0.1671	0.40104	0.40105	0.18248	0.10926	0.048156	0.091599	0.086283	0.084615	0.11129	0.089908
EA_G__CYFIP2	6.9195	7.6336	5.8455	9.0937	8.0094	4.9558	9.1605	7.1359	6.1258	7.6514	6.2954	4.8951	5.2998	8.4513	6.591	5.0957	5.0147	4.9933	7.4391	7.4575	7.5014	5.4852	8.3475	5.7216	7.2038	9.1192	6.5537	7.9774	5.9874	5.4906	6.214	9.1159	5.4779	9.0647	8.058	8.4102	5.4775	8.5427
EA_G__ZNF649	6.3709	5.7303	7.1386	7.6582	6.8691	6.3895	6.2774	5.297	7.2554	7.482	6.0581	6.0947	5.2195	8.197	5.5291	7.1498	6.0276	5.5455	3.833	4.7577	7.4516	3.8241	6.7017	3.8653	7.6469	6.985	6.6308	5.9335	6.1333	5.7362	6.0239	6.0245	6.572	5.7814	5.9513	6.5329	5.3778	5.1546
Meth__cg13801381__CCND2	0.95494	0.021809	0.95351	0.23797	0.30785	0.91832	0.84623	0.97748	0.19744	0.92101	0.94345	0.95689	0.8328	0.18534	0.020195	0.10596	0.05529	0.35987	0.95307	0.95302	0.96494	0.056268	0.92176	0.67113	0.52659	0.082978	0.82781	0.23651	0.036321	0.71977	0.42657	0.024944	0.026197	0.71462	0.088041	0.53257	0.44752	0.49159
EA_G__TMEM63C	7.9641	8.592	6.0696	8.7886	7.8238	4.5419	8.2991	4.5942	6.0379	8.1623	7.3653	4.698	7.1967	7.5247	6.3223	7.603	7.3911	4.2781	5.8289	6.3846	8.1346	7.6805	8.2487	4.4405	7.4794	8.0082	9.2885	7.5344	4.2336	4.6113	4.8724	8.902	8.7742	7.7339	5.4872	9.4194	7.6357	6.3547
Meth__cg09252204__CNKSR2	0.41245	0.062297	0.090249	0.073852	0.42722	0.88535	0.56184	0.070495	0.040307	0.091355	0.47941	0.14416	0.60358	0.08449	0.057151	0.0579	0.39029	0.43462	0.84445	0.78984	0.47491	0.39776	0.38212	0.8169	0.38911	0.40977	0.65314	0.47562	0.44807	0.035487	0.75795	0.49029	0.030287	0.92085	0.33514	0.61093	0.13445	0.049605
Meth__cg19275050__HAS2	0.43354	0.019343	0.80462	0.26316	0.129	0.10065	0.10116	0.10606	0.11744	0.07956	0.35488	0.41107	0.63309	0.094167	0.46275	0.073354	0.11915	0.081527	0.30371	0.37045	0.8433	0.080453	0.29649	0.23492	0.12137	0.14373	0.45524	0.03687	0.094503	0.15629	0.16642	0.32228	0.068182	0.28856	0.18362	0.22275	0.15558	0.22738
Meth__cg25475171__SV2B	0.017781	0.010642	0.96246	0.031259	0.015756	0.60995	0.030404	0.015295	0.020161	0.017192	0.026388	0.031601	0.056536	0.019596	0.019436	0.0145	0.033263	0.017132	0.40826	0.32198	0.028731	0.018309	0.014455	0.23154	0.018084	0.020357	0.14968	0.029724	0.019012	0.015901	0.014501	0.029225	0.010534	0.022976	0.04073	0.024949	0.021318	0.024309
Meth__cg11255230__BCL2	0.051128	0.058229	0.089946	0.047037	0.049639	0.55592	0.061695	0.030986	0.048217	0.045033	0.06842	0.13638	0.13044	0.063956	0.066774	0.044491	0.068206	0.045438	0.0603	0.06968	0.050825	0.082668	0.048167	0.14088	0.091053	0.1417	0.068672	0.16317	0.059613	0.03797	0.068294	0.051524	0.059351	0.052423	0.11867	0.071912	0.055781	0.057389
