Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB157	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg07579404__RAET1L	0.087452	0.068787	0.10203	0.17103	0.77643	0.39364	0.15838	0.071891	0.075372	0.7589	0.54712	0.1142	0.092885	0.071929	0.079365	0.06985	0.11573	0.071774	0.31721	0.19239	0.11751	0.13696	0.80669	0.11516	0.14806	0.10018	0.077687	0.054496	0.05665	0.38404	0.060834	0.62963	0.16031	0.76153	0.31622	0.56342
Meth__cg01322134__WNT3A	0.46391	0.054177	0.54397	0.081977	0.042682	0.76468	0.85676	0.19086	0.036575	0.059634	0.69004	0.032743	0.65963	0.03244	0.049331	0.060454	0.13778	0.064287	0.78131	0.47134	0.044296	0.91768	0.065161	0.28062	0.93662	0.047922	0.27127	0.053939	0.061807	0.027247	0.027182	0.68693	0.19365	0.053061	0.38549	0.6287
Meth__cg07007400__KRT7	0.055763	0.046739	0.070614	0.055848	0.053989	0.86183	0.087797	0.049454	0.05255	0.85972	0.10655	0.053436	0.075979	0.055336	0.054914	0.078192	0.099266	0.84862	0.877	0.86467	0.85256	0.14013	0.059741	0.099584	0.102	0.059799	0.10632	0.046383	0.053153	0.054552	0.048268	0.045592	0.51199	0.051887	0.83956	0.82992
Meth__cg26372517__TFAP2E	0.45401	0.036894	0.89191	0.44621	0.7051	0.045549	0.66197	0.42118	0.047937	0.96644	0.12064	0.075062	0.83988	0.047857	0.53369	0.069917	0.068866	0.042988	0.9756	0.36567	0.040614	0.54548	0.82964	0.075955	0.91256	0.095431	0.69088	0.029072	0.30562	0.75367	0.033041	0.97856	0.051752	0.055656	0.96664	0.96081
Meth__cg24098951__LRP12	0.035533	0.029456	0.040007	0.035194	0.030606	0.033884	0.036894	0.027246	0.031211	0.12051	0.040672	0.035425	0.064507	0.03985	0.033588	0.034001	0.096355	0.028026	0.26033	0.05662	0.033756	0.089224	0.042905	0.093959	0.073189	0.071133	0.042076	0.038122	0.033963	0.034077	0.037498	0.026614	0.053002	0.037424	0.038724	0.031365
Meth__cg10885645__CLSTN3	0.032063	0.02158	0.036976	0.036123	0.025234	0.02124	0.030755	0.027655	0.016242	0.034985	0.039972	0.012651	0.53411	0.031828	0.024462	0.023569	0.34111	0.023105	0.034892	0.026286	0.036654	0.060583	0.026319	0.041217	0.057428	0.053927	0.037407	0.020511	0.026376	0.023951	0.028999	0.024543	0.047019	0.036125	0.022423	0.025656
Meth__cg19055231__STAC	0.76327	0.065162	0.039476	0.92712	0.13442	0.038438	0.92847	0.023621	0.050088	0.089373	0.90614	0.053059	0.10935	0.051187	0.49542	0.040867	0.089246	0.029941	0.35623	0.40602	0.081727	0.09228	0.63863	0.10303	0.86768	0.29445	0.068551	0.030101	0.032966	0.91124	0.088744	0.6006	0.055533	0.11865	0.93164	0.88249
Meth__cg14892066__DCTD	0.050701	0.14792	0.078983	0.30249	0.050185	0.89033	0.050902	0.30563	0.074648	0.070555	0.055807	0.12472	0.71378	0.060215	0.48836	0.089824	0.09196	0.052841	0.046523	0.07975	0.20994	0.086563	0.046716	0.10831	0.1417	0.16407	0.046468	0.11571	0.84363	0.05554	0.045146	0.17652	0.13626	0.064637	0.1023	0.085964
Meth__cg24860534__CDC42BPA	0.036584	0.7935	0.81657	0.071098	0.32725	0.69761	0.12615	0.041338	0.83156	0.11408	0.045362	0.92186	0.87019	0.61512	0.25688	0.11513	0.5219	0.61094	0.1678	0.20928	0.50515	0.4744	0.043262	0.74014	0.13836	0.65177	0.22328	0.040346	0.86937	0.89038	0.33617	0.1921	0.081852	0.050686	0.37994	0.61239
Meth__cg00513220__MOSC2	0.03051	0.626	0.85276	0.031575	0.065989	0.78412	0.35869	0.55531	0.16853	0.14089	0.36735	0.057219	0.64128	0.15332	0.95724	0.29741	0.12406	0.35464	0.03248	0.039791	0.69552	0.0908	0.033435	0.074074	0.050426	0.43412	0.25392	0.065883	0.10969	0.30148	0.072283	0.42737	0.068304	0.039132	0.22937	0.27567
Meth__cg09479906__C10orf88	0.098465	0.095336	0.065298	0.082461	0.037507	0.041548	0.066337	0.077269	0.048958	0.056351	0.1432	0.030797	0.069906	0.050542	0.038153	0.060892	0.093932	0.034672	0.057473	0.090188	0.068966	0.095926	0.077219	0.042193	0.10647	0.085773	0.039223	0.035711	0.053839	0.044415	0.038269	0.49445	0.10193	0.048214	0.074453	0.081935
Meth__cg11248491__PSCD3	0.042708	0.018383	0.28293	0.38364	0.17574	0.046197	0.033892	0.054076	0.029423	0.14726	0.039878	0.020138	0.078379	0.036249	0.031882	0.06093	0.054524	0.022016	0.04583	0.061583	0.037086	0.076891	0.056884	0.037412	0.10844	0.073163	0.13691	0.03646	0.032454	0.024131	0.045997	0.01923	0.095045	0.042663	0.11399	0.051073
Meth__cg05286874__ABCA1	0.48258	0.021962	0.37006	0.36238	0.016301	0.017646	0.027802	0.048023	0.02058	0.025381	0.02359	0.026611	0.81567	0.023375	0.41761	0.017065	0.052967	0.016804	0.97285	0.54978	0.027094	0.055876	0.45604	0.044879	0.097611	0.047798	0.090347	0.028462	0.044531	0.015962	0.018469	0.96715	0.074651	0.03875	0.021845	0.066255
Meth__cg15817236__ALX4	0.92118	0.049071	0.060649	0.572	0.34738	0.85884	0.94661	0.3262	0.046373	0.74932	0.41467	0.19702	0.94443	0.048663	0.11435	0.04434	0.082505	0.038583	0.95909	0.95525	0.21258	0.78719	0.58202	0.08864	0.91041	0.23185	0.14634	0.035534	0.049072	0.074862	0.04294	0.95944	0.57198	0.049532	0.50267	0.48672
Meth__cg22429822__RAB3B	0.50051	0.049276	0.27081	0.054474	0.023759	0.023925	0.032282	0.30483	0.022644	0.031799	0.66476	0.031309	0.1628	0.026799	0.032552	0.046829	0.071033	0.023684	0.11297	0.043551	0.033333	0.95616	0.29193	0.046189	0.94958	0.058244	0.025235	0.056688	0.037432	0.020609	0.024371	0.029316	0.061322	0.029414	0.035301	0.031606
Meth__cg23050981__L1CAM	0.051461	0.0096891	0.74262	0.01848	0.2194	0.029925	0.10098	0.025179	0.84938	0.025954	0.058249	0.22201	0.29001	0.72456	0.15206	0.41155	0.028686	0.013622	0.65683	0.083243	0.31416	0.032634	0.017569	0.050756	0.19631	0.039648	0.014417	0.67564	0.0098214	0.27515	0.017868	0.42091	0.13429	0.62042	0.053429	0.019416
Meth__cg09072120__PRTFDC1	0.030489	0.099081	0.97658	0.24235	0.027423	0.43821	0.035777	0.023486	0.025395	0.023401	0.015631	0.018981	0.47434	0.026712	0.9682	0.017625	0.041123	0.024168	0.018265	0.025169	0.4064	0.045657	0.024964	0.035156	0.61808	0.19393	0.017412	0.47793	0.57239	0.11628	0.023787	0.93793	0.030284	0.68579	0.28524	0.093138
Meth__cg15658426__MGC39633	0.078065	0.45644	0.3683	0.078228	0.12975	0.5391	0.19991	0.27148	0.13557	0.083112	0.082249	0.76254	0.35263	0.12186	0.24008	0.070868	0.22692	0.37106	0.18656	0.10484	0.21433	0.35432	0.079202	0.2717	0.17852	0.25695	0.12541	0.083546	0.27887	0.22438	0.13192	0.18446	0.18847	0.066767	0.20568	0.17844
Meth__cg11977634__DDR1	0.035932	0.020527	0.041096	0.032597	0.030173	0.02598	0.026439	0.023141	0.024158	0.034148	0.040897	0.020017	0.067613	0.030735	0.024982	0.024121	0.044408	0.021371	0.024266	0.034631	0.037152	0.071125	0.03333	0.021757	0.10113	0.04878	0.50709	0.034497	0.035823	0.025708	0.026601	0.025533	0.051575	0.030906	0.045649	0.043981
Meth__cg16691616__INPP1	0.020083	0.050768	0.56267	0.021568	0.022434	0.60404	0.029176	0.019081	0.028737	0.027808	0.023092	0.036357	0.19616	0.028584	0.5702	0.01994	0.042406	0.018767	0.034009	0.034323	0.023653	0.027849	0.022019	0.031098	0.34971	0.041232	0.055988	0.11605	0.030403	0.13325	0.033838	0.91339	0.68588	0.033032	0.034672	0.028064
Meth__cg09231514__QIL1	0.41347	0.028816	0.94336	0.94405	0.024377	0.17749	0.33856	0.12778	0.24565	0.40542	0.45972	0.54338	0.15444	0.23134	0.070924	0.44236	0.095935	0.23105	0.65722	0.42214	0.047595	0.82458	0.42024	0.23451	0.75398	0.071843	0.047361	0.027166	0.045336	0.0306	0.03927	0.13034	0.087894	0.2632	0.045407	0.051906
Meth__cg20885089__AMPD2	0.059106	0.054649	0.10127	0.56291	0.045765	0.051276	0.069181	0.037585	0.044106	0.061495	0.063342	0.033342	0.079308	0.052092	0.049313	0.059676	0.093112	0.041763	0.050631	0.071084	0.055165	0.078338	0.053243	0.046966	0.13104	0.093987	0.05093	0.045287	0.046522	0.046868	0.042585	0.042366	0.089245	0.050536	0.052091	0.054566
Meth__cg19435409__HIST1H2AL	0.044448	0.032902	0.036213	0.051533	0.036772	0.76986	0.040094	0.048378	0.032545	0.056838	0.76864	0.037559	0.066432	0.024227	0.023707	0.028158	0.10486	0.12477	0.041285	0.040244	0.044183	0.94899	0.036785	0.051653	0.066411	0.089542	0.057851	0.032949	0.067765	0.055862	0.022843	0.026561	0.050918	0.040535	0.040451	0.041817
Meth__cg05844583__SLC19A3	0.48805	0.037317	0.080431	0.8285	0.072839	0.065882	0.097584	0.59008	0.056312	0.064377	0.057363	0.10235	0.81316	0.051207	0.045005	0.03313	0.10238	0.057225	0.38822	0.33762	0.06883	0.15916	0.37027	0.079466	0.36753	0.061939	0.056358	0.036398	0.043487	0.2149	0.03552	0.075193	0.23904	0.097696	0.60632	0.51382
Meth__cg18335068__ZNF677	0.42356	0.051365	0.39538	0.95047	0.29806	0.61395	0.93149	0.96116	0.20221	0.80268	0.95149	0.068351	0.40136	0.17876	0.66161	0.027996	0.3627	0.041031	0.88043	0.64354	0.03575	0.66219	0.67995	0.33768	0.90756	0.15916	0.10864	0.50139	0.098178	0.48366	0.30474	0.25807	0.2661	0.033494	0.088111	0.05029
Meth__cg23261102__DNAJC18	0.054351	0.032513	0.94062	0.069488	0.042785	0.042583	0.040161	0.044926	0.042444	0.072754	0.047361	0.09995	0.093437	0.042512	0.05764	0.052932	0.1542	0.034818	0.05228	0.053313	0.038478	0.12315	0.063642	0.069425	0.076943	0.038378	0.032603	0.041197	0.037857	0.035567	0.031995	0.029655	0.12922	0.049575	0.57563	0.92631
Meth__cg21094154__TNFSF11	0.15516	0.12349	0.19919	0.25304	0.089754	0.1151	0.16357	0.63327	0.28932	0.16861	0.43652	0.65955	0.2884	0.24498	0.55016	0.70551	0.10674	0.1881	0.076174	0.17964	0.23208	0.16989	0.11537	0.14073	0.13738	0.12044	0.06226	0.82343	0.26914	0.23919	0.10255	0.20771	0.16105	0.37284	0.18948	0.10703
Meth__cg06668300__MAL	0.9292	0.458	0.9638	0.65462	0.08941	0.76125	0.49711	0.23086	0.046718	0.12633	0.92218	0.028258	0.88582	0.040751	0.59393	0.078421	0.12633	0.065698	0.78186	0.67536	0.036734	0.86028	0.4297	0.11388	0.86439	0.2253	0.43638	0.063553	0.18597	0.055057	0.032156	0.93752	0.49274	0.45933	0.36258	0.68764
Meth__cg21784498__TMEM97	0.028657	0.019597	0.029435	0.029807	0.022391	0.021906	0.02743	0.020124	0.026481	0.034921	0.028613	0.038199	0.028554	0.031062	0.023972	0.020036	0.055208	0.024898	0.023729	0.037522	0.026354	0.070059	0.38124	0.045043	0.038783	0.038422	0.041848	0.021051	0.024566	0.025271	0.017286	0.01547	0.056073	0.025924	0.027697	0.022461
Meth__cg06981182__C10orf59	0.61137	0.070592	0.087392	0.91535	0.08291	0.90222	0.068847	0.034723	0.048838	0.61946	0.56736	0.1383	0.90052	0.068891	0.073012	0.047696	0.0895	0.050917	0.042279	0.060715	0.23261	0.12711	0.4904	0.10013	0.11615	0.17001	0.28538	0.53793	0.17021	0.097911	0.055253	0.88652	0.43443	0.057492	0.20871	0.48137
Meth__cg18587271__GPT2	0.10048	0.12357	0.57958	0.12433	0.15415	0.69281	0.34639	0.61129	0.7733	0.14793	0.074461	0.34913	0.34371	0.60736	0.44129	0.10048	0.28598	0.25403	0.10001	0.13285	0.26018	0.1414	0.088492	0.17851	0.15245	0.14036	0.07598	0.073635	0.77526	0.085429	0.093835	0.14742	0.19569	0.089138	0.18551	0.34906
Meth__cg10154926__HAP1	0.05149	0.022167	0.05716	0.043959	0.027332	0.030192	0.054171	0.053109	0.033079	0.032846	0.45826	0.034084	0.061506	0.041771	0.027348	0.031097	0.092373	0.036235	0.042499	0.031057	0.053372	0.82013	0.037825	0.067887	0.12692	0.040177	0.034835	0.022574	0.033112	0.038671	0.030047	0.034782	0.032381	0.044504	0.035863	0.0367
Meth__cg16382322__CENTD3	0.040849	0.04779	0.057179	0.22189	0.052914	0.88931	0.23714	0.082986	0.047898	0.045874	0.45141	0.043278	0.086957	0.045902	0.041831	0.038766	0.10737	0.038547	0.068988	0.077705	0.045411	0.095154	0.048815	0.08074	0.087109	0.087422	0.23619	0.028373	0.034011	0.043777	0.036201	0.036575	0.067472	0.050208	0.14806	0.16702
Meth__cg17749443__ZFP37	0.71083	0.021507	0.028475	0.97393	0.018479	0.019686	0.6997	0.02128	0.023233	0.026442	0.024116	0.015272	0.74645	0.27067	0.032156	0.0207	0.055728	0.024789	0.91971	0.62849	0.026189	0.4551	0.44766	0.031776	0.072778	0.037789	0.028431	0.028122	0.030686	0.13421	0.020543	0.31613	0.046866	0.034275	0.52598	0.14375
Meth__cg26976437__LY6K	0.92	0.36664	0.51035	0.94032	0.92656	0.049234	0.91669	0.071885	0.058947	0.6243	0.94053	0.3568	0.13629	0.49273	0.27238	0.047109	0.38557	0.037731	0.95662	0.92655	0.040696	0.10805	0.90331	0.42161	0.88879	0.28287	0.094598	0.046038	0.061018	0.91234	0.028568	0.91782	0.76721	0.94558	0.90714	0.91439
Meth__cg23146358__CDKN1C	0.10182	0.084681	0.11832	0.082219	0.27315	0.031053	0.076687	0.14646	0.084698	0.059381	0.16472	0.034151	0.14251	0.092732	0.048739	0.091666	0.17851	0.027675	0.61718	0.61678	0.056963	0.16631	0.11053	0.081641	0.13876	0.1002	0.048566	0.084263	0.056357	0.066115	0.036953	0.027115	0.071615	0.079078	0.13725	0.1647
Meth__cg10823926__ANKRD35	0.038484	0.026492	0.02963	0.077451	0.015693	0.029906	0.031151	0.024832	0.018839	0.040855	0.040024	0.044282	0.061639	0.017198	0.03535	0.069536	0.053732	0.028897	0.020459	0.022649	0.045143	0.059847	0.93393	0.055191	0.4232	0.048861	0.046006	0.024665	0.04482	0.030566	0.03764	0.029785	0.12183	0.019978	0.88745	0.95674
Meth__cg02058918__GABBR2	0.94139	0.06917	0.087121	0.080334	0.08012	0.48256	0.95193	0.04975	0.067283	0.089428	0.37945	0.06458	0.37093	0.066302	0.072844	0.070762	0.12195	0.066492	0.66331	0.49315	0.091487	0.88019	0.11015	0.11496	0.92766	0.11824	0.080908	0.06147	0.078861	0.065558	0.050267	0.63484	0.14317	0.11604	0.47099	0.30749
Meth__cg22982528__BRWD1	0.046705	0.048342	0.039609	0.055214	0.027669	0.027306	0.040515	0.038912	0.035794	0.42077	0.046071	0.044087	0.042692	0.031321	0.039881	0.033461	0.053403	0.02723	0.024536	0.055606	0.040563	0.11898	0.041163	0.052496	0.067364	0.047544	0.036801	0.022471	0.039589	0.027156	0.035326	0.030415	0.10313	0.032354	0.037308	0.043168
Meth__cg07141002__H1F0	0.069085	0.063198	0.12272	0.28667	0.068176	0.74185	0.19321	0.11178	0.78442	0.07772	0.4004	0.91041	0.82011	0.7069	0.67905	0.25618	0.049072	0.036808	0.054973	0.077499	0.92672	0.1156	0.059791	0.40196	0.12487	0.34537	0.50288	0.91821	0.81068	0.56917	0.046206	0.043365	0.17781	0.83895	0.064607	0.065383
Meth__cg06493994__SCGN	0.91357	0.0307	0.12132	0.9316	0.065241	0.8153	0.84913	0.33293	0.038371	0.27865	0.71426	0.13684	0.2835	0.051624	0.036276	0.39878	0.13622	0.85946	0.3349	0.61399	0.14975	0.884	0.46945	0.065686	0.87355	0.17172	0.091515	0.071482	0.38013	0.025744	0.027267	0.082377	0.07033	0.076686	0.13346	0.045216
Meth__cg03098643__FAT	0.10453	0.073615	0.11261	0.11527	0.055748	0.077117	0.10923	0.084216	0.064768	0.092288	0.10362	0.083648	0.11001	0.091744	0.47484	0.074371	0.12394	0.078482	0.10398	0.10087	0.086336	0.13437	0.078752	0.085846	0.14681	0.13906	0.083088	0.071788	0.074853	0.064286	0.06964	0.056633	0.84401	0.098434	0.077207	0.097672
Meth__cg20760063__NBR2	0.02991	0.040135	0.046351	0.04408	0.027739	0.031775	0.031638	0.15412	0.062328	0.029729	0.031779	0.040271	0.074215	0.044099	0.021509	0.77645	0.042268	0.03659	0.025368	0.039389	0.029643	0.049554	0.034897	0.033648	0.082559	0.095791	0.033032	0.038048	0.43406	0.050288	0.038008	0.036174	0.045088	0.060172	0.035066	0.031705
Meth__cg04589904__ADRB1	0.047455	0.93216	0.14931	0.068982	0.49876	0.35488	0.43703	0.043949	0.77546	0.43806	0.059447	0.060245	0.67706	0.6764	0.9377	0.69009	0.22478	0.069116	0.57448	0.54736	0.41958	0.11979	0.055497	0.065796	0.9044	0.82007	0.075616	0.88029	0.11783	0.62189	0.11626	0.85841	0.080198	0.0695	0.17425	0.64277
Meth__cg09870606__GLG1	0.13045	0.080949	0.28684	0.34278	0.18818	0.099927	0.18258	0.098138	0.1057	0.374	0.11863	0.13169	0.23763	0.10824	0.11495	0.10557	0.11923	0.10173	0.12149	0.11774	0.084783	0.15275	0.15061	0.18423	0.13702	0.20297	0.073864	0.094824	0.11365	0.10367	0.093273	0.097942	0.097418	0.11654	0.098542	0.16468
Meth__cg15201877__PTGER3	0.065032	0.048954	0.86619	0.57183	0.056042	0.85711	0.048288	0.33811	0.066354	0.36802	0.9376	0.51732	0.49883	0.086602	0.55059	0.20214	0.18388	0.43361	0.60822	0.10259	0.14106	0.88959	0.16044	0.080547	0.55073	0.072141	0.47517	0.44755	0.43399	0.035746	0.045671	0.89585	0.048413	0.043809	0.078791	0.50655
Meth__cg04626574__LOC402055	0.026374	0.021214	0.037248	0.028748	0.021626	0.022143	0.032045	0.68798	0.028089	0.023337	0.030569	0.024503	0.030986	0.026276	0.022107	0.022222	0.073147	0.026093	0.023212	0.026309	0.035375	0.042551	0.02818	0.023321	0.047544	0.025551	0.031358	0.022914	0.022023	0.020294	0.024362	0.021557	0.073779	0.023145	0.021327	0.027586
Meth__cg21602520__BCL2	0.046958	0.077954	0.94727	0.24149	0.33085	0.96633	0.066128	0.26622	0.86556	0.044701	0.94333	0.93871	0.94708	0.75933	0.92554	0.92762	0.74503	0.57908	0.038538	0.046838	0.96319	0.94754	0.060168	0.083088	0.91319	0.069498	0.45537	0.93335	0.96885	0.8838	0.87083	0.95928	0.57398	0.57608	0.082738	0.047451
Meth__cg03455458__FLJ12505	0.4147	0.022171	0.81798	0.19567	0.060059	0.03182	0.53097	0.68737	0.0352	0.67364	0.037656	0.08867	0.3301	0.031937	0.029256	0.023539	0.049138	0.022559	0.93048	0.93383	0.075717	0.72041	0.39245	0.030438	0.78048	0.045699	0.027309	0.028964	0.023832	0.029822	0.02553	0.33802	0.3818	0.026703	0.48024	0.49583
Meth__cg08946989__TBC1D7	0.032502	0.015408	0.026708	0.026349	0.017881	0.019492	0.032599	0.28844	0.023106	0.026819	0.031232	0.018336	0.059711	0.018332	0.018052	0.02277	0.046558	0.020819	0.024528	0.02576	0.027687	0.10104	0.031736	0.043382	0.045131	0.039459	0.026596	0.013725	0.01888	0.021499	0.01877	0.020423	0.043914	0.029315	0.027694	0.030599
Meth__cg06456512__ANP32A	0.11061	0.098204	0.18623	0.10363	0.072324	0.092027	0.10219	0.11294	0.083926	0.089149	0.16199	0.080938	0.18866	0.0872	0.079587	0.070794	0.17853	0.078771	0.08899	0.1223	0.64484	0.11991	0.094514	0.11345	0.13099	0.1031	0.092269	0.0878	0.07645	0.073725	0.080274	0.074826	0.050659	0.099722	0.083118	0.11038
Meth__cg00892798__NGFR	0.043545	0.041405	0.60748	0.41754	0.19601	0.19058	0.059641	0.079261	0.058209	0.17907	0.43861	0.083452	0.64768	0.10155	0.025418	0.03413	0.3907	0.029144	0.26445	0.079936	0.02794	0.9061	0.076442	0.039779	0.41539	0.061294	0.022616	0.31666	0.034916	0.11498	0.17674	0.12539	0.096233	0.031616	0.20149	0.33106
Meth__cg15397506__LOC93622	0.033752	0.026617	0.048033	0.045176	0.025818	0.35488	0.030768	0.0282	0.023763	0.038201	0.039357	0.025176	0.14233	0.026128	0.027976	0.025025	0.063508	0.02406	0.028605	0.04514	0.026203	0.06539	0.033818	0.061689	0.054173	0.0607	0.026537	0.025828	0.021559	0.017716	0.024454	0.019565	0.064095	0.033221	0.025433	0.031714
Meth__cg01731341__FGF6	0.59495	0.031631	0.94487	0.94467	0.60298	0.2069	0.23149	0.80334	0.044633	0.57189	0.94246	0.92999	0.55648	0.14235	0.59819	0.96507	0.20962	0.034019	0.66832	0.37095	0.32242	0.41226	0.56983	0.038707	0.26354	0.044001	0.94626	0.46815	0.025523	0.91483	0.032911	0.33116	0.071166	0.10139	0.41365	0.13136
Meth__cg07602200__P2RX7	0.078026	0.32182	0.94244	0.94594	0.88335	0.64226	0.1684	0.11229	0.065236	0.93884	0.39121	0.12187	0.71363	0.061961	0.27533	0.73246	0.20923	0.055628	0.95215	0.94057	0.18997	0.43207	0.9078	0.061715	0.75777	0.29371	0.40647	0.09254	0.051747	0.71123	0.069738	0.6944	0.35026	0.90944	0.78889	0.84394
Meth__cg04017769__TACC1	0.034997	0.023923	0.025394	0.028951	0.024292	0.019902	0.4425	0.024894	0.022175	0.022461	0.55729	0.031072	0.064649	0.021965	0.022133	0.025914	0.068733	0.015144	0.033035	0.029069	0.024423	0.095989	0.025409	0.070515	0.048424	0.061958	0.14703	0.023607	0.028473	0.020398	0.019222	0.58186	0.093787	0.026091	0.029435	0.030509
Meth__cg12356261__NES	0.054918	0.052309	0.75496	0.20091	0.15627	0.52144	0.1757	0.66815	0.26774	0.38804	0.1365	0.64485	0.75319	0.23699	0.72665	0.76091	0.10364	0.13266	0.039576	0.063755	0.76753	0.059235	0.038673	0.078858	0.083031	0.07495	0.049182	0.29523	0.59285	0.24599	0.046712	0.49895	0.074279	0.044908	0.060586	0.33501
Meth__cg12792011__ZNF329	0.026352	0.032072	0.033866	0.0277	0.018067	0.025246	0.031036	0.025487	0.020528	0.023515	0.1117	0.015433	0.027302	0.020008	0.03194	0.019725	0.026012	0.017822	0.027884	0.022762	0.050313	0.4366	0.027641	0.025499	0.047543	0.02603	0.029771	0.024854	0.026873	0.01252	0.016365	0.02195	0.065817	0.028475	0.95307	0.16939
Meth__cg05840031__PAX6	0.064235	0.25073	0.043871	0.16263	0.098279	0.073639	0.6062	0.039474	0.071231	0.62385	0.17546	0.035845	0.57785	0.075652	0.029669	0.034314	0.054499	0.043144	0.60186	0.60499	0.066866	0.88497	0.58773	0.078559	0.73826	0.15856	0.071245	0.11396	0.078372	0.034804	0.036055	0.62303	0.073864	0.050418	0.43749	0.3996
Meth__cg15591678__ZNF365	0.045456	0.038047	0.039536	0.051857	0.031996	0.027104	0.06728	0.16114	0.028694	0.03978	0.13224	0.037335	0.059131	0.037238	0.04704	0.044199	0.071727	0.020145	0.034748	0.05722	0.041542	0.38684	0.051325	0.054407	0.081023	0.080352	0.044335	0.031421	0.033085	0.038016	0.035114	0.031968	0.077966	0.034266	0.037224	0.053463
Meth__cg00066816__IL12B	0.060987	0.047143	0.14915	0.52105	0.10585	0.5711	0.50049	0.08661	0.058991	0.058147	0.095852	0.58085	0.83323	0.068351	0.084994	0.11857	0.12041	0.86557	0.082321	0.16143	0.88479	0.27145	0.072914	0.11443	0.79863	0.083999	0.054437	0.061571	0.1298	0.35338	0.051495	0.88138	0.21251	0.23852	0.095459	0.047229
Meth__cg06958537__ETS2	0.15724	0.45751	0.32134	0.78642	0.41643	0.72128	0.37502	0.083297	0.081149	0.11899	0.054861	0.26983	0.80534	0.077988	0.5395	0.35707	0.18942	0.51988	0.049889	0.047671	0.92571	0.11693	0.17052	0.33287	0.12642	0.58172	0.03086	0.060624	0.5559	0.69834	0.10415	0.72466	0.25704	0.71822	0.089295	0.12066
Meth__cg07356771__CHDH	0.026199	0.68475	0.029897	0.031692	0.031843	0.43945	0.036983	0.041484	0.022654	0.026497	0.023215	0.025638	0.10288	0.021177	0.36616	0.029444	0.054787	0.50864	0.021048	0.035629	0.25344	0.92074	0.032423	0.035239	0.05302	0.41344	0.027247	0.02763	0.080016	0.44051	0.031413	0.96754	0.035192	0.029138	0.034941	0.023572
Meth__cg15979098__ZNF615	0.064172	0.044467	0.0593	0.051	0.030919	0.044401	0.041552	0.47942	0.035697	0.05167	0.096958	0.046615	0.077201	0.046157	0.070479	0.040242	0.075254	0.036037	0.54987	0.055178	0.078162	0.1129	0.052746	0.083913	0.082305	0.089705	0.057997	0.044068	0.046385	0.033804	0.035253	0.052052	0.080025	0.048649	0.064753	0.05015
Meth__cg01116966__TCF7	0.29582	0.021816	0.30711	0.056336	0.023155	0.62987	0.28248	0.038427	0.020988	0.034332	0.1675	0.017862	0.12615	0.021659	0.034669	0.018378	0.035643	0.029488	0.25765	0.02535	0.046766	0.070231	0.028737	0.023714	0.83891	0.016935	0.032791	0.02527	0.22247	0.015531	0.01139	0.014548	0.028966	0.018027	0.025386	0.022346
Meth__cg02115041__NPBWR1	0.65467	0.035659	0.90894	0.79099	0.20496	0.27125	0.63816	0.9424	0.052427	0.52272	0.69559	0.27728	0.91743	0.066097	0.57853	0.052839	0.21991	0.049932	0.30918	0.50383	0.22493	0.31197	0.43667	0.071429	0.38733	0.065115	0.078641	0.093887	0.11354	0.039123	0.054063	0.25483	0.16893	0.58309	0.80995	0.66864
Meth__cg15628498__ONECUT1	0.044189	0.049243	0.85187	0.26116	0.14195	0.5592	0.19014	0.066746	0.029858	0.11796	0.12353	0.064906	0.23646	0.041867	0.045524	0.038329	0.069558	0.032406	0.34055	0.26186	0.47042	0.50973	0.17178	0.055294	0.44725	0.09711	0.30406	0.027976	0.039756	0.053326	0.03179	0.26639	0.031895	0.048602	0.47326	0.63166
Meth__cg19324791__CEECAM1	0.04791	0.034851	0.06313	0.06061	0.038808	0.029251	0.040693	0.057006	0.032786	0.03726	0.052553	0.026239	0.080527	0.046937	0.058591	0.03407	0.083311	0.029355	0.039775	0.039494	0.055377	0.10328	0.045164	0.045836	0.095374	0.087631	0.045096	0.019961	0.041784	0.034251	0.026456	0.031505	0.05099	0.033686	0.029628	0.043285
Meth__cg06974755__RALGDS	0.051284	0.074397	0.42261	0.92921	0.7285	0.96362	0.096546	0.34932	0.095692	0.92591	0.8469	0.20211	0.32854	0.076905	0.11817	0.892	0.1134	0.719	0.63118	0.75229	0.47062	0.65282	0.77252	0.3269	0.83061	0.072136	0.53847	0.04274	0.12299	0.14698	0.1865	0.055197	0.062915	0.084119	0.62828	0.62739
Meth__cg03138091__OSMR	0.12368	0.0239	0.02834	0.80902	0.71173	0.022933	0.13974	0.017902	0.1356	0.22471	0.024757	0.017783	0.054894	0.30665	0.041097	0.022246	0.040872	0.02067	0.28454	0.24858	0.028537	0.084037	0.46033	0.04612	0.53343	0.10511	0.024653	0.019998	0.021626	0.68153	0.022935	0.20007	0.053609	0.045693	0.10989	0.54668
