Cell lines	600MPE	AU565	BT20	BT474	BT483	BT549	CAMA1	HCC1143	HCC1187	HCC1428	HCC1569	HCC1937	HCC1954	HCC2185	HCC3153	HCC38	HCC70	HS578T	LY2	MCF7	MDAMB134VI	MDAMB157	MDAMB175VII	MDAMB231	MDAMB361	MDAMB415	MDAMB453	SKBR3	SUM1315MO2	SUM149PT	SUM159PT	SUM185PE	SUM225CWN	SUM52PE	T47D	UACC812	ZR751	ZR75B
Meth__cg22339278__KIRREL2	0.1998	0.112	0.83834	0.84286	0.7713	0.39426	0.81804	0.87003	0.043471	0.70052	0.38578	0.76127	0.78906	0.043995	0.65174	0.30728	0.048021	0.029396	0.86495	0.82313	0.13848	0.76084	0.35901	0.20526	0.601	0.053902	0.46348	0.069477	0.15133	0.044992	0.029366	0.35968	0.061993	0.8296	0.32243	0.48461	0.47224	0.72062
Meth__cg08463485__ILDR1	0.068568	0.76778	0.90913	0.21569	0.40164	0.77032	0.17638	0.052549	0.82919	0.084474	0.86962	0.37368	0.49493	0.58766	0.86056	0.51124	0.14138	0.066164	0.50987	0.21247	0.34238	0.45662	0.084956	0.68018	0.063174	0.084468	0.14954	0.34588	0.36047	0.059145	0.76716	0.50855	0.13316	0.053258	0.07559	0.067915	0.071669	0.40014
Meth__cg23353982__TBX6	0.054051	0.23143	0.10082	0.14865	0.11359	0.6726	0.11855	0.031043	0.10958	0.082542	0.27924	0.043307	0.35454	0.094031	0.22182	0.039068	0.04743	0.021326	0.05697	0.0661	0.059995	0.055674	0.04717	0.068956	0.043189	0.048411	0.067929	0.37144	0.046975	0.020725	0.058771	0.18547	0.0304	0.017509	0.033295	0.034913	0.02638	0.04066
Meth__cg02490034__MEST	0.91046	0.020071	0.41802	0.36808	0.1682	0.94264	0.61667	0.41917	0.59036	0.050876	0.96047	0.35486	0.88477	0.46239	0.95376	0.044961	0.91548	0.75198	0.026468	0.041906	0.45256	0.94508	0.067653	0.45716	0.076163	0.20426	0.088871	0.033684	0.96191	0.95949	0.50715	0.74798	0.025973	0.94739	0.90226	0.4295	0.18821	0.10297
Meth__cg19928247__TCEAL1	0.45005	0.065553	0.083466	0.091985	0.32184	0.045969	0.06708	0.10611	0.044797	0.04636	0.059914	0.10766	0.27256	0.053528	0.38155	0.45757	0.13134	0.066457	0.048152	0.052198	0.44781	0.18797	0.41976	0.089212	0.076862	0.32478	0.36302	0.11415	0.060425	0.085699	0.4089	0.073748	0.04081	0.15203	0.15985	0.54386	0.33211	0.05489
Meth__cg19400725__RILP	0.050873	0.05533	0.069845	0.058433	0.032847	0.052317	0.063923	0.088015	0.049619	0.051508	0.93571	0.066672	0.072955	0.51228	0.057292	0.072454	0.087452	0.052156	0.056104	0.067755	0.046105	0.065922	0.061225	0.10706	0.076119	0.048527	0.11262	0.086853	0.049216	0.047536	0.032835	0.051984	0.057946	0.046145	0.16551	0.055622	0.095279	0.065771
Meth__cg13098960__SOX15	0.15483	0.2279	0.12875	0.50734	0.84901	0.4053	0.74553	0.11458	0.14386	0.83808	0.87774	0.14546	0.29777	0.13963	0.058414	0.90963	0.086164	0.036435	0.9087	0.87881	0.83329	0.75938	0.84144	0.26389	0.34097	0.16473	0.84952	0.36927	0.10871	0.035104	0.16797	0.36099	0.31154	0.045918	0.67532	0.6386	0.76193	0.64256
Meth__cg25959506__RASD2	0.041023	0.04921	0.052126	0.47776	0.22305	0.43455	0.061449	0.030251	0.059206	0.12886	0.054138	0.063169	0.23813	0.051331	0.11589	0.039289	0.049648	0.081847	0.69882	0.24083	0.055992	0.092595	0.043218	0.072098	0.39831	0.086186	0.33491	0.081899	0.041252	0.045605	0.044943	0.042024	0.056129	0.0342	0.0479	0.071792	0.037816	0.050672
Meth__cg08770869__CDC25B	0.038585	0.4435	0.96672	0.078561	0.15696	0.15338	0.6285	0.063949	0.40442	0.052576	0.046725	0.44698	0.18243	0.36603	0.13636	0.040067	0.25868	0.033624	0.21194	0.061033	0.056428	0.042981	0.10044	0.13665	0.2757	0.063801	0.069197	0.17832	0.039585	0.042958	0.043243	0.55377	0.070339	0.10044	0.073916	0.050063	0.37216	0.52681
Meth__cg03564506__TRRAP	0.044722	0.059946	0.13936	0.073967	0.042171	0.073135	0.080739	0.052463	0.09465	0.067417	0.056758	0.091598	0.094992	0.099413	0.058949	0.049145	0.081738	0.040694	0.073983	0.074006	0.049577	0.12831	0.039731	0.14273	0.10137	0.1527	0.13035	0.11285	0.048848	0.031451	0.042942	0.192	0.039009	0.069838	0.15453	0.05556	0.061743	0.056469
Meth__cg14021073__BRSK2	0.096737	0.61017	0.92385	0.9335	0.59488	0.37108	0.90616	0.61251	0.072364	0.92864	0.044162	0.52498	0.85961	0.066243	0.13385	0.051332	0.12608	0.058472	0.89166	0.90791	0.18147	0.62938	0.077687	0.86312	0.88822	0.13709	0.83624	0.49319	0.041057	0.085802	0.56255	0.25713	0.070748	0.84458	0.78988	0.64554	0.33635	0.3491
Meth__cg05886367__BTNL9	0.30491	0.027898	0.63107	0.1664	0.098304	0.072992	0.21574	0.75986	0.1966	0.17441	0.38361	0.61742	0.17297	0.16531	0.24938	0.36861	0.095584	0.056392	0.38277	0.30725	0.047922	0.20178	0.20294	0.12779	0.26517	0.09399	0.1115	0.043724	0.0396	0.068067	0.044066	0.47415	0.029839	0.23143	0.28099	0.15121	0.11538	0.14855
Meth__cg09906309__C11orf46	0.05351	0.049317	0.53943	0.71353	0.073916	0.1626	0.80316	0.23649	0.070702	0.061008	0.049383	0.27003	0.20502	0.068147	0.059033	0.049962	0.12073	0.050507	0.1697	0.137	0.050335	0.1211	0.046358	0.13707	0.71069	0.11246	0.073663	0.11423	0.028727	0.030746	0.054515	0.068244	0.033905	0.070402	0.21438	0.054782	0.13337	0.055203
Meth__cg01186777__TNFSF9	0.040929	0.049918	0.058112	0.94154	0.036461	0.026616	0.05076	0.03473	0.26494	0.046246	0.036241	0.11786	0.064581	0.21274	0.037015	0.033385	0.15532	0.035124	0.038153	0.05192	0.043087	0.054805	0.025231	0.057525	0.4197	0.061024	0.92663	0.070092	0.028393	0.028154	0.02429	0.029632	0.031663	0.024598	0.10685	0.47901	0.04677	0.049621
Meth__cg05001145__ELL2	0.017427	0.010639	0.03812	0.017048	0.015176	0.076282	0.088505	0.12355	0.01889	0.015715	0.054974	0.11055	0.053679	0.019309	0.093636	0.024546	0.031207	0.01132	0.069039	0.027824	0.021572	0.017034	0.012384	0.070498	0.052934	0.016841	0.096418	0.028949	0.019371	0.012098	0.012138	0.01469	0.013039	0.020874	0.032374	0.023468	0.017911	0.016836
Meth__cg11750883__C1orf42	0.061083	0.088196	0.15833	0.86399	0.86154	0.045044	0.47467	0.36491	0.33394	0.057285	0.085989	0.29986	0.38859	0.27132	0.19799	0.54137	0.038171	0.030706	0.28622	0.44599	0.1329	0.036812	0.63788	0.52964	0.35409	0.051879	0.29964	0.15614	0.1032	0.042677	0.042767	0.88709	0.068602	0.17283	0.53361	0.74146	0.51908	0.53096
Meth__cg10387901__MRPS25	0.033595	0.05921	0.052363	0.031606	0.014773	0.023985	0.032197	0.0304	0.029712	0.021248	0.036563	0.029077	0.041673	0.020724	0.016904	0.05281	0.17586	0.014267	0.026348	0.054514	0.018186	0.028621	0.017066	0.041987	0.048631	0.022194	0.056608	0.031859	0.019924	0.015702	0.019827	0.019048	0.022981	0.016807	0.048043	0.028224	0.026824	0.022334
Meth__cg12727374__MAP6D1	0.082051	0.94029	0.036238	0.03423	0.027967	0.032154	0.037303	0.37606	0.029402	0.02483	0.05205	0.024788	0.33176	0.49443	0.030898	0.04583	0.12663	0.46501	0.024596	0.045628	0.041042	0.032708	0.27878	0.08624	0.047956	0.056232	0.08639	0.12306	0.21007	0.027536	0.102	0.34202	0.01967	0.96843	0.052465	0.042956	0.58872	0.54989
Meth__cg22236626__NENF	0.22257	0.30091	0.27115	0.35799	0.24187	0.058542	0.21265	0.08292	0.27278	0.067422	0.14517	0.25499	0.18132	0.27653	0.053082	0.083964	0.078217	0.053142	0.31833	0.24923	0.3572	0.28133	0.18431	0.12854	0.43432	0.20123	0.60199	0.31808	0.05671	0.04379	0.065193	0.78376	0.18605	0.092236	0.13397	0.062585	0.13679	0.14564
Meth__cg18626709__LEPREL1	0.041637	0.029224	0.042802	0.039319	0.043207	0.034317	0.9335	0.041653	0.040265	0.037096	0.042144	0.037664	0.034531	0.040835	0.033387	0.031916	0.042314	0.026482	0.036555	0.05139	0.042798	0.043442	0.034758	0.088134	0.92337	0.029559	0.93344	0.047275	0.036905	0.029554	0.033491	0.04086	0.035402	0.58596	0.79113	0.04665	0.029382	0.041053
Meth__cg20509080__ARHGEF3	0.036028	0.03429	0.061163	0.03638	0.035775	0.040703	0.047674	0.94139	0.030267	0.032663	0.04218	0.03574	0.067043	0.038226	0.040983	0.035712	0.051025	0.028221	0.047026	0.044025	0.035744	0.048255	0.036428	0.049657	0.030183	0.046318	0.10378	0.082521	0.029926	0.029197	0.029937	0.029108	0.038147	0.021931	0.15174	0.04053	0.028535	0.051533
Meth__cg19104072__B3GNT6	0.040641	0.039775	0.061881	0.046702	0.021737	0.64036	0.043097	0.055876	0.10372	0.036415	0.081569	0.029844	0.051255	0.10504	0.03937	0.034995	0.052755	0.025489	0.022131	0.057984	0.039277	0.070274	0.028138	0.75813	0.050226	0.065678	0.059721	0.040948	0.029692	0.026233	0.022497	0.030297	0.026886	0.023951	0.0534	0.036231	0.02638	0.030384
Meth__cg15977272__EFNB1	0.64255	0.095643	0.068074	0.054832	0.4532	0.051197	0.066995	0.053418	0.4842	0.056394	0.057803	0.053889	0.075259	0.43584	0.085162	0.30261	0.46283	0.057172	0.049753	0.054902	0.61491	0.37196	0.59633	0.074135	0.060833	0.56905	0.62572	0.66863	0.62991	0.039375	0.5958	0.054074	0.039476	0.49777	0.20416	0.54533	0.23917	0.048194
Meth__cg10057295__STK24	0.062993	0.78806	0.17506	0.66259	0.54615	0.14506	0.41137	0.6765	0.075259	0.70848	0.061627	0.10627	0.26882	0.096301	0.35789	0.048721	0.064289	0.42148	0.21592	0.82682	0.23491	0.18231	0.37725	0.099047	0.20564	0.094688	0.79955	0.62679	0.047715	0.051583	0.077137	0.083235	0.12032	0.042638	0.054518	0.2404	0.094154	0.28111
Meth__cg22826936__ULK2	0.036057	0.06088	0.52202	0.050464	0.023155	0.062559	0.047836	0.040041	0.036738	0.046271	0.049612	0.046506	0.20089	0.039587	0.037977	0.037728	0.090634	0.032271	0.031565	0.051547	0.031899	0.16832	0.038714	0.65091	0.047619	0.04386	0.098285	0.10175	0.031028	0.028441	0.037446	0.039535	0.03007	0.028738	0.09781	0.035003	0.036867	0.04946
Meth__cg27060381__TBC1D10A	0.055007	0.23075	0.11109	0.25232	0.1855	0.23227	0.10235	0.22329	0.22006	0.3622	0.40238	0.29212	0.53314	0.19866	0.065351	0.43844	0.092203	0.068299	0.5235	0.37377	0.22057	0.73558	0.33727	0.65881	0.2953	0.22357	0.13281	0.12973	0.051435	0.058934	0.13115	0.14128	0.28862	0.14476	0.11514	0.28986	0.086425	0.098293
Meth__cg00806490__CDH13	0.95805	0.075245	0.84667	0.87733	0.342	0.93061	0.54065	0.83611	0.55122	0.40449	0.95531	0.73347	0.72278	0.41805	0.5875	0.792	0.10568	0.088401	0.67143	0.53704	0.24675	0.093747	0.36749	0.95535	0.85437	0.081681	0.94824	0.11818	0.10165	0.072716	0.0682	0.70939	0.078639	0.16312	0.21029	0.079313	0.33494	0.075484
Meth__cg03242666__PMP22	0.092351	0.11897	0.80057	0.38507	0.55312	0.38033	0.13641	0.83032	0.10165	0.77041	0.77609	0.4185	0.58726	0.1005	0.47836	0.54887	0.26525	0.085569	0.39651	0.16531	0.12185	0.80092	0.083835	0.69756	0.34405	0.17893	0.45086	0.15365	0.1101	0.10467	0.71137	0.43928	0.081049	0.16902	0.20113	0.11249	0.11129	0.20525
Meth__cg12900739__RRAGB	0.42891	0.021925	0.031051	0.021912	0.02239	0.017987	0.023856	0.026547	0.018679	0.030743	0.025719	0.052854	0.22938	0.028326	0.043387	0.31459	0.055815	0.03028	0.018003	0.029034	0.42382	0.032175	0.41756	0.092194	0.024112	0.027897	0.052711	0.046355	0.46324	0.024576	0.02357	0.020755	0.02134	0.029532	0.04502	0.33875	0.03119	0.024411
Meth__cg23750556__SRPX	0.57547	0.03967	0.077326	0.039758	0.10937	0.063728	0.056613	0.092814	0.17199	0.04864	0.063118	0.62571	0.14045	0.15704	0.09488	0.074685	0.49953	0.066143	0.048876	0.069912	0.5894	0.065096	0.40287	0.14904	0.50601	0.065114	0.4081	0.11575	0.60722	0.065813	0.63001	0.040163	0.080145	0.083536	0.07777	0.46482	0.2708	0.065458
Meth__cg12728032__ELF5	0.099195	0.044628	0.25314	0.055069	0.11541	0.20075	0.091379	0.12335	0.06333	0.063429	0.1445	0.073974	0.39871	0.054822	0.11003	0.69142	0.3814	0.085784	0.077253	0.081201	0.60534	0.57474	0.044368	0.35253	0.078688	0.39324	0.35557	0.065063	0.12293	0.1659	0.21163	0.067462	0.048534	0.48637	0.083481	0.051311	0.15539	0.091433
Meth__cg16545079__PER1	0.030995	0.044498	0.45216	0.91981	0.054698	0.91032	0.04165	0.78616	0.93325	0.90431	0.086426	0.73124	0.83291	0.926	0.89185	0.90789	0.89878	0.026778	0.52616	0.037524	0.041882	0.67967	0.027856	0.12013	0.88181	0.057164	0.84041	0.10128	0.86358	0.026703	0.050857	0.028614	0.89123	0.029131	0.16943	0.56311	0.50012	0.050777
Meth__cg01663968__CTSZ	0.05678	0.042954	0.035347	0.061075	0.73201	0.67571	0.059328	0.31116	0.73933	0.36671	0.78695	0.056506	0.10379	0.57354	0.65803	0.035074	0.11067	0.053656	0.94142	0.91087	0.14184	0.49429	0.063647	0.072266	0.064281	0.057491	0.28843	0.07678	0.057934	0.026953	0.039768	0.56736	0.040289	0.030465	0.082728	0.042172	0.077066	0.05692
Meth__cg12555334__PSPH	0.12547	0.090641	0.15893	0.16953	0.30967	0.12875	0.33947	0.16148	0.13348	0.5726	0.055684	0.55274	0.11464	0.13086	0.1296	0.11004	0.16032	0.060182	0.14156	0.11604	0.39003	0.37109	0.14838	0.10527	0.36048	0.12352	0.10059	0.22565	0.04937	0.10395	0.11426	0.17174	0.14764	0.065294	0.19425	0.418	0.073542	0.05608
Meth__cg06179485__TMEM54	0.31275	0.11272	0.086554	0.42972	0.14348	0.74679	0.15034	0.19859	0.30951	0.4536	0.067592	0.15154	0.18787	0.35123	0.069648	0.093395	0.096191	0.084854	0.11655	0.36796	0.10089	0.15489	0.10879	0.51294	0.19737	0.09375	0.69307	0.17957	0.052991	0.060185	0.17881	0.18607	0.048555	0.089543	0.10798	0.073898	0.077232	0.097597
Meth__cg18389752__AMOT	0.46471	0.051598	0.046683	0.078411	0.23812	0.026687	0.065657	0.51903	0.03698	0.030112	0.05469	0.076775	0.084888	0.040806	0.15775	0.19447	0.11343	0.085041	0.034739	0.039956	0.34832	0.036159	0.27238	0.48944	0.081218	0.082103	0.32313	0.084797	0.37221	0.047404	0.45098	0.10758	0.033121	0.085684	0.27549	0.51697	0.2314	0.038538
Meth__cg23709838__SLC35A2	0.50631	0.052129	0.0687	0.066442	0.07916	0.04942	0.075545	0.10253	0.32124	0.054117	0.072253	0.36332	0.089473	0.2743	0.18313	0.065117	0.36005	0.084098	0.060563	0.065196	0.51925	0.058245	0.3887	0.11444	0.42699	0.24505	0.42414	0.07445	0.52232	0.062779	0.073307	0.095824	0.057832	0.11653	0.065284	0.4321	0.094758	0.057925
Meth__cg06495347__SUOX	0.080969	0.080085	0.094323	0.1098	0.072447	0.085975	0.19292	0.52729	0.11023	0.099373	0.11631	0.21152	0.14849	0.13042	0.11606	0.090799	0.15244	0.060927	0.091163	0.082641	0.079781	0.45889	0.08017	0.25202	0.10514	0.13518	0.10742	0.1287	0.077088	0.083083	0.070551	0.079173	0.071667	0.07045	0.23506	0.079512	0.079777	0.085659
Meth__cg09936839__SIRT6	0.4611	0.14561	0.19984	0.75587	0.72704	0.22475	0.65842	0.11625	0.83689	0.5993	0.13774	0.33164	0.1198	0.76517	0.13492	0.079099	0.25263	0.054514	0.83669	0.70172	0.6028	0.12066	0.60279	0.1536	0.83229	0.14132	0.16855	0.72798	0.15635	0.082003	0.059466	0.85906	0.11853	0.13338	0.43134	0.54018	0.31904	0.45669
Meth__cg09581098__SEPT6	0.48864	0.050756	0.050489	0.054866	0.032877	0.026488	0.058522	0.4255	0.081448	0.029147	0.044708	0.026175	0.046104	0.085992	0.084861	0.025353	0.046714	0.035525	0.027964	0.039797	0.47774	0.037638	0.44048	0.10616	0.047637	0.26189	0.36843	0.04678	0.059428	0.041819	0.44458	0.028423	0.028687	0.070574	0.079485	0.58401	0.42692	0.033424
Meth__cg10995380__TGFB1I1	0.078329	0.071068	0.62091	0.11611	0.18946	0.26531	0.56675	0.671	0.13663	0.083915	0.096771	0.39132	0.92751	0.081529	0.81328	0.086509	0.11502	0.066738	0.59345	0.44357	0.11405	0.14042	0.061599	0.14501	0.14373	0.075651	0.7769	0.10542	0.055965	0.05531	0.0739	0.16484	0.0591	0.21227	0.23889	0.085988	0.26861	0.090638
Meth__cg17489622__TMEM24	0.045933	0.035897	0.72819	0.11386	0.062289	0.45414	0.15781	0.15304	0.17634	0.10549	0.032115	0.63003	0.26865	0.17261	0.21971	0.057919	0.16268	0.033408	0.11619	0.14015	0.096823	0.26385	0.042254	0.088748	0.12372	0.054849	0.13015	0.097631	0.031044	0.027064	0.035159	0.20892	0.10094	0.13185	0.037611	0.037485	0.070376	0.054189
Meth__cg20164720__AGTRAP	0.04686	0.044513	0.056634	0.15576	0.056748	0.38393	0.050656	0.044165	0.043774	0.051251	0.05234	0.10858	0.093934	0.048372	0.056426	0.038084	0.10329	0.026597	0.051163	0.061117	0.039154	0.086457	0.037455	0.092092	0.044016	0.070051	0.076506	0.051594	0.033989	0.041248	0.036685	0.052233	0.033637	0.03479	0.053988	0.05608	0.043341	0.044934
Meth__cg00128197__HADH2	0.49726	0.031298	0.063468	0.033802	0.1722	0.036976	0.056692	0.059358	0.20582	0.16276	0.044086	0.35085	0.30385	0.19521	0.031378	0.04334	0.24749	0.044675	0.029154	0.044457	0.32614	0.52707	0.40737	0.14037	0.038727	0.11745	0.54257	0.19952	0.49615	0.033476	0.44137	0.045859	0.032928	0.048549	0.073171	0.39988	0.26957	0.039501
Meth__cg20537992__CDCA5	0.062385	0.050677	0.073813	0.33885	0.072364	0.58397	0.16003	0.25841	0.085333	0.3537	0.060498	0.34609	0.089779	0.085311	0.056829	0.070341	0.11528	0.047778	0.045327	0.060095	0.068146	0.084135	0.074244	0.41263	0.25063	0.11289	0.071369	0.077549	0.043338	0.049475	0.04786	0.21021	0.046313	0.055665	0.056749	0.56255	0.053769	0.062167
Meth__cg21329628__CD320	0.029808	0.040307	0.96557	0.035916	0.028726	0.026002	0.04426	0.047767	0.028408	0.12803	0.94855	0.034502	0.93023	0.10108	0.026649	0.026035	0.072718	0.021625	0.023275	0.041753	0.026435	0.45277	0.024102	0.037549	0.4918	0.048208	0.049108	0.039442	0.022354	0.025666	0.028085	0.026355	0.50447	0.025316	0.91104	0.054815	0.030072	0.029274
Meth__cg20615951__C1orf71	0.02214	0.023996	0.042112	0.020817	0.019377	0.020041	0.023053	0.40483	0.020388	0.022308	0.033149	0.032074	0.037288	0.02692	0.021373	0.018832	0.038493	0.018131	0.016289	0.023402	0.020174	0.026432	0.016945	0.049123	0.021239	0.032723	0.066251	0.03766	0.018354	0.014954	0.0162	0.021806	0.018325	0.015967	0.033819	0.028066	0.019096	0.021338
Meth__cg18233735__PDZD4	0.62689	0.04241	0.072403	0.045161	0.57045	0.7206	0.044976	0.30392	0.036628	0.036875	0.049456	0.068	0.10232	0.038757	0.56193	0.31599	0.20308	0.48339	0.036278	0.036846	0.59147	0.60843	0.62889	0.97607	0.048914	0.57305	0.7212	0.070059	0.505	0.056068	0.55199	0.041523	0.054004	0.28354	0.087022	0.73746	0.40447	0.048878
Meth__cg08743392__GSS	0.035276	0.05076	0.037997	0.075684	0.098323	0.35467	0.07445	0.04208	0.038416	0.056586	0.082049	0.031202	0.052682	0.039945	0.094581	0.039894	0.061275	0.038352	0.085214	0.040011	0.071993	0.49122	0.049224	0.068408	0.055766	0.10288	0.073202	0.072834	0.032587	0.052767	0.042432	0.1441	0.32744	0.036658	0.06906	0.05727	0.03606	0.057598
Meth__cg12277666__TDRD5	0.0742	0.03414	0.034625	0.18943	0.035659	0.89198	0.038193	0.038334	0.026725	0.034988	0.75208	0.096427	0.67597	0.087904	0.92768	0.18493	0.083028	0.076846	0.025415	0.032042	0.38973	0.28345	0.074805	0.91422	0.040459	0.045746	0.048801	0.035376	0.33224	0.5485	0.19458	0.062087	0.024065	0.94624	0.049141	0.03263	0.033805	0.04377
Meth__cg03717979__MSX1	0.041866	0.040405	0.95938	0.44024	0.63399	0.07746	0.94918	0.94094	0.050841	0.51928	0.035478	0.56395	0.89579	0.49207	0.92889	0.36494	0.1307	0.57364	0.63684	0.84598	0.037398	0.13781	0.046866	0.89682	0.6054	0.074684	0.91319	0.14792	0.037803	0.028587	0.035677	0.032434	0.029888	0.21323	0.089823	0.04838	0.50705	0.62672
Meth__cg09424308__FLJ90575	0.11613	0.09565	0.82374	0.27005	0.20686	0.31546	0.19441	0.27273	0.43173	0.11606	0.35486	0.90572	0.1851	0.45956	0.11072	0.06399	0.23249	0.071291	0.40634	0.40022	0.085879	0.71525	0.22454	0.70605	0.37682	0.10987	0.1285	0.19668	0.081202	0.45015	0.20803	0.087938	0.27272	0.044796	0.078319	0.30832	0.10594	0.10252
Meth__cg01184522__ZNF496	0.019043	0.86648	0.11767	0.16598	0.48796	0.021103	0.072605	0.064435	0.020647	0.95939	0.018235	0.046538	0.13207	0.026963	0.021369	0.016264	0.054804	0.017	0.029389	0.042118	0.068669	0.38599	0.029846	0.049809	0.06764	0.031197	0.033694	0.23224	0.024451	0.017943	0.022162	0.89644	0.025776	0.020742	0.039251	0.03533	0.02587	0.030071
Meth__cg04259560__FLJ35773	0.019422	0.015594	0.11503	0.43085	0.16531	0.41257	0.14593	0.035714	0.020236	0.023928	0.48153	0.053571	0.4511	0.019148	0.17102	0.50039	0.027589	0.015167	0.4311	0.2601	0.048959	0.59766	0.019237	0.11271	0.15298	0.017776	0.10211	0.037788	0.024729	0.032926	0.025482	0.35258	0.015444	0.019573	0.028118	0.018084	0.16656	0.37314
Meth__cg21369988__C1QDC1	0.044456	0.23669	0.079098	0.12029	0.14383	0.030742	0.38932	0.061289	0.17391	0.0813	0.037972	0.03588	0.10675	0.178	0.053622	0.026423	0.053324	0.027127	0.30151	0.08673	0.083198	0.069789	0.13637	0.046174	0.17543	0.079219	0.10091	0.1078	0.02977	0.025953	0.029478	0.35209	0.083681	0.042539	0.097103	0.060634	0.20935	0.27486
Meth__cg26294850__TSPAN1	0.040553	0.053041	0.16476	0.06032	0.051841	0.30618	0.14089	0.47269	0.043528	0.081522	0.028131	0.33197	0.18963	0.051217	0.14407	0.20795	0.081087	0.027182	0.20452	0.26609	0.19859	0.36021	0.046571	0.11877	0.057271	0.039484	0.099741	0.075652	0.032692	0.047741	0.044846	0.041959	0.062994	0.086395	0.091443	0.046872	0.071689	0.05673
Meth__cg04241572__HADH2	0.49352	0.036559	0.043958	0.034968	0.3162	0.037903	0.045265	0.040282	0.48763	0.045005	0.042851	0.40569	0.32677	0.43313	0.044317	0.035817	0.50589	0.041312	0.034465	0.04086	0.47517	0.58287	0.44237	0.06643	0.039254	0.28784	0.29569	0.38075	0.48172	0.044201	0.54172	0.041832	0.038846	0.03029	0.068996	0.45576	0.39124	0.045759
Meth__cg25954162__MLC1SA	0.077834	0.063692	0.095462	0.30266	0.13593	0.077487	0.10718	0.081179	0.088141	0.69461	0.0893	0.45111	0.38088	0.12636	0.087678	0.10634	0.10455	0.067405	0.1588	0.20244	0.067665	0.25827	0.10265	0.212	0.22886	0.12893	0.16555	0.17424	0.036777	0.060522	0.087854	0.73416	0.10317	0.41275	0.20278	0.21896	0.081052	0.093826
Meth__cg13184872__ADPN	0.083199	0.097782	0.084784	0.066681	0.046248	0.048594	0.085224	0.10723	0.060896	0.077842	0.053074	0.083743	0.077296	0.063371	0.05863	0.060899	0.072989	0.040844	0.038705	0.074193	0.058478	0.061859	0.042134	0.66075	0.092256	0.077331	0.4296	0.091981	0.042337	0.041172	0.048292	0.034627	0.046447	0.033808	0.096198	0.07093	0.065975	0.065715
Meth__cg14345281__NHS	0.5142	0.020579	0.089062	0.039161	0.16095	0.81186	0.053482	0.03981	0.042034	0.53634	0.11333	0.12405	0.38791	0.022221	0.025885	0.020546	0.16726	0.174	0.019153	0.060358	0.48911	0.25202	0.51822	0.046552	0.41279	0.3119	0.3705	0.22756	0.61115	0.026946	0.42778	0.37823	0.031942	0.025572	0.045599	0.22572	0.12801	0.020698
Meth__cg08445039__FKBP9	0.024539	0.15646	0.025137	0.253	0.11233	0.021066	0.17194	0.022698	0.1218	0.27434	0.025721	0.063485	0.055412	0.11462	0.040185	0.022171	0.031954	0.017983	0.065292	0.075508	0.034731	0.025783	0.38301	0.048216	0.2678	0.033913	0.11476	0.0719	0.028148	0.025528	0.019976	0.15165	0.049533	0.035235	0.039834	0.02985	0.043117	0.038743
Meth__cg09045681__TCF19	0.24851	0.21336	0.8236	0.95437	0.86156	0.24607	0.84454	0.067063	0.9305	0.8799	0.095432	0.94513	0.64136	0.89156	0.065584	0.047587	0.12895	0.04877	0.93211	0.9108	0.87905	0.082328	0.9096	0.057589	0.69016	0.079724	0.073402	0.34174	0.045522	0.037704	0.06237	0.87199	0.11443	0.046234	0.18282	0.90576	0.41833	0.22328
Meth__cg18414950__PDK3	0.57559	0.035905	0.13752	0.035206	0.37062	0.049554	0.049243	0.046159	0.053902	0.78487	0.045536	0.32094	0.50091	0.052308	0.09675	0.054105	0.4463	0.05438	0.039648	0.053913	0.52815	0.19335	0.52729	0.37222	0.49526	0.45847	0.45891	0.20126	0.67356	0.051652	0.21479	0.2012	0.024981	0.032379	0.10857	0.52191	0.24236	0.043655
Meth__cg03524627__CDC25B	0.040884	0.45689	0.92642	0.040119	0.073309	0.081989	0.44872	0.11796	0.30383	0.042418	0.059348	0.26371	0.28349	0.27026	0.081458	0.043734	0.23643	0.025665	0.1337	0.053463	0.042519	0.053981	0.070289	0.085808	0.14108	0.048147	0.051714	0.18491	0.03148	0.038085	0.042206	0.4154	0.03265	0.057232	0.1606	0.04405	0.33659	0.54998
Meth__cg10455133__ARAF	0.57702	0.01636	0.039045	0.02242	0.22203	0.019956	0.021853	0.02047	0.1059	0.021029	0.018694	0.55634	0.23393	0.078369	0.43542	0.019769	0.096665	0.016408	0.017083	0.019226	0.30295	0.16293	0.53934	0.026784	0.57023	0.039788	0.2108	0.065829	0.58157	0.021539	0.66276	0.019498	0.01974	0.028993	0.018582	0.52	0.080908	0.016325
Meth__cg08302713__GCLC	0.071148	0.10248	0.061854	0.076406	0.059943	0.058336	0.091388	0.70601	0.059218	0.059408	0.08721	0.053211	0.094703	0.060763	0.060746	0.068001	0.095365	0.052341	0.049228	0.086278	0.059082	0.080993	0.049065	0.099934	0.094611	0.060012	0.11792	0.090478	0.073056	0.055526	0.046762	0.052071	0.080023	0.055935	0.099128	0.064709	0.058586	0.074505
Meth__cg13021192__CTSZ	0.084632	0.088037	0.05189	0.062173	0.85888	0.80283	0.075651	0.22663	0.92427	0.58844	0.8982	0.077344	0.084223	0.84194	0.75053	0.04942	0.10064	0.043232	0.99262	0.87747	0.18642	0.65892	0.046238	0.21053	0.10806	0.14834	0.6021	0.066879	0.10676	0.027109	0.074832	0.31766	0.050994	0.023816	0.16494	0.042773	0.23971	0.070408
